score	text
4	제주 한라봉 에이드 상큼하고 맛있고 곰돌이 밀크티 맛있다
4	너무 편하고 맛있고
5	친절하신 직원들 맛있는 음식까지 잘 먹고 갑니다 호
5	밀크티 존맛탱
5	밀크티 맛이 쩡
5	곰돌이 밀크티 병이 귀여워서 자주 마셔요
4	인테리어 이쁘고 곰 음료 이쁘고 여자들이 딱 좋아할~
4	딸기 주스 너무 달아요
4	비싸
2	조금 아쉬웠던
5	좋아요!
3.5	테이크아웃 전문
4	먹을만한데 베이스도 단데 위에 코팅까지 된 애들은 너무 달다.. 오리지널이 제일 맛있을 듯
5	맛있고 깔끔합니다.
5	정말 맛있습니다. 다른 메뉴도 먹어보고 싶습니다.
3.5	확실히 기존에 먹었던 마들렌보다 맛있어요 근데 좀 달고... 가격이 좀 비싼 거 같아요 ㅠㅠ
4	좋아요
5	존맛탱 개인적으로 녹차 최고
5	크루아상 최고! 마들렌도 맛나요 괜히 유명한 건 아님 가게는 매우 작아요~~
3	매장이 매우 작아요 테이크아웃만 가능해요 위에 설탕 올려지는 것보단 기본을 추천드립니다
3.5	휘나 이 시에는 맛있으나 마들렌 너무 달아요
4	마들렌 맛집
5	기본 마들렌과 휘나 이 시에 가 너무 맛있어요!! 기대했던 레몬 마들렌은 너무 달았고요ᅮᅮ 평일 낮에 갔는데 줄 안 서고 거의 바로 샀네요 다음에 재 방문하면 또 포장해오려고요^^
4	개인적으로 녹차 >쇼콜라> 레몬 얼그레이 >얼그레이 >오리지널 순서로 맛있었어요!!
4.5	말차 맛 최고
3	마들렌은 정말 맛있어요 그런데 점원분이 많이 불친절하시네요...
5	제즈이트 드세요!!!
5	너무 맛있어요~ 재방문해야겠네요~^^
5	인생 빵집❤️ 신사동 나오는 날엔 무조건 꼭! 들리는 방앗간이에요! 마들렌으로 유명한 곳이지만 저는 💚피낭시에💚가 미친 것 같아요ㅠㅠ 울면서 먹는 맛......😍 피낭시에 짱짱💗
1	직원이 너무 불친절해서 기분 나빠요
4	레몬 마들렌 촉촉한 느낌은 아닌데 부드럽고 맛있다
4	레몬 글라세 마들렌은 감동의 맛입니다. 다른 마들렌 다 먹어봤지만 저랑 가족들 최애는 레몬 글라세 마들렌입니다. 마들렌 치고 가격이 좀 세지만 한두 개 정도는 맛봐도 아깝지 않을 가격이라고 생각합니다. 서비스도 정말 좋은데 단지 주말엔 바쁘셔서,, 평일 추천합니다. 또한 주말에 가시면 종종 줄을 서서 사야 할 만큼 인기가 많습니다. 가게는 협소해서 한 팀 혹은 두 팀이 들어가면 꽉 찹니다. 마들렌 5개 이상 구입하시면 상자에 넣어주십니다.
5	맛있다고 소문은 들었지만 ,, 정말 먹고 놀랐어요. 기대치가 높은 상태에서 먹었는데도 그 기대를 뛰어넘는 맛이었어요. 퍽퍽하지도 않고 겉에 코팅이 넘넘넘넘넘 맛있어요. 포장 패키지도 예쁘고요. 딱 한 가지 아쉬운 건 가게에 빵들이 그냥 놓여있는 것이 위생적으로 괜찮을까 싶었어요. 이 시국이라 조금 더 걱정되는 맘,,, 하지만 맛을 보니 잊히고 또 먹고 싶네요...
5	역시 👍 계속 생각나서 또 찾아갔어요~~
5	늘 맛있게 먹어요~
5	맛있는 마들렌 집!
4	버터 향에 이끌려 들어간 곳,,,,
4.5	마들렌이 촉촉하고 겉에 글레이즈도 골고루, 과하게 묻어있지 않아서 좋았어요 몇 개 더 사놨으면 진짜 순삭 가능.. 말차, 호지 차 구매했는데 맛이 그렇게 진하진 않아서 차 향이 짙은 걸 좋아하는 편이라 조금 아쉬웠어요. 그래도 다음에 가로수길 가면 꼭 재방문 할 맛 집!
5	너무 맛있어서 사진 찍기 전에 홀리듯 한 개는 입에 넣어버렸어요😘
5	연남동 에뚜와 장소가 안 떠서요 마들렌 왜 이렇게 맛있나요? !!! 서비스도 고맙습니다❤️
5	5개부터 포장 가능 장맛
5	드디어 구입!
4.5	마들렌
3.5	구성비는 아쉽지만 맛은 좋네요
5	레몬맛 최애
5	수준급 마들렌. 엄마도 좋아해서 자주 사 갑니다.
4	마들렌 종류도 많고 맛있어요
5	유명한 마들렌 맛집
4	엄청 특별한 맛까지는 아니지만 맛있었다 무조건 테이크아웃! 좁은 가게임
3	매장협소ㅠㅠ
4.5	너무 부드러워요!
5	너무 맛있네요
4.5	항상 최고예요
4.5	정말 맛있어요 ^^ 최고
2	종이봉투 200원 아쉬워요. 기본 마들렌 먹어봤는데 약간 탄 맛이 났어요. 겉에 테두리 부분 안 탔으면 좋겠어요.
4.5	.
5	넘나 맛있음. 마들렌보다 휘나 이 시에 가 더 맛나요.
5	진짜 다 맛있어요 플로랑탕 최고 사장님 돈 많이 버셔서 가게 넓은 데로 가시면 좋겠어요 너무 좁아요
5	마들렌 종류별로 다 사봤는데, 마차하고 쇼콜라 강추요! 글라세도 딱 상큼한 레몬맛이라서 괜찮아요. 나머지는 딱히 재구매 의사는 없어요ㅎㅎ 매장은 엄청 조그맣고요, 빵들이 뚜껑도 없이 진열되어 있던 점은 조금 신경 쓰이네요.
4	ᆞ
5	당 중 전 짱짱
4	좋아요
5	가게도 아담하니 예쁘고 구움 과자도 맛있어요!
5	진짜 너무 맛있어요 신사 갈 때마다 꼭 들림
5	최애 마들렌 집! 애뚜왈 마들렌 때문에 가로수길 가요
5	마들렌과 휘나 이 시에 가 진짜 맛있어요
5	가로수길 마들렌 구움과 자 맛있겠다 배고파 갓 나온 커스터드 아몬드 크림 장맛..
5	마들렌 맛 집 인정
5	ㅎㅎㅎ
4.5	마들렌, 휘나 이 시에 맛 집! 레몬 마들렌 진짜 추천합니다~! 스트레스 쌓일 때 하나씩 사 먹으면 좋을 그런 맛 집이에요 ^^! 주변에 소소하게 선물 줄 때도 좋을 듯!
5	진짜 모든 빵이 맛있어요ㅠㅠㅠ
5	가로수길 최고 가격 최고 맛 디저트
5	레몬 마들렌 정말 맛있어욥♥️
5	퀸에 망 마들렌 여기 눕습니다 겉에 얇게 코팅된듯한 바삭한 부분과 속은 촉촉... 줄 서서 먹어봅니다ㅠ 더 사 올걸 가로수길 빵집
3	너무 비좁고 가격은 올랐고, 마들렌보다 휘나 이 시에 맛 집인 듯!! 너무 기대했나.. 줄 서 먹을 정도는 아님
4	부드럽고 맛있어요~
5	최고
5	짱짱짱👍🏻
5	마들렌 최고 맛집
5	맛있어요
5	진짜 장맛 담에 꼭 또 갈 거예요
5	마들렌 다 맛있어요
5	자주 가는 마들렌 맛 집이에요 마들렌치고 조금 비싸지만 맛난 곳!!
3	맛있긴 한데 마들렌치고 너무 비쌈
5	맛있네요
5	마들렌 맛 집! 가게가 너무 좁아서 입장조차 줄을 서야 합니다. 버터 향이 정말 향기롭고 레몬 마들렌 맛나요ㅠㅠ
4	좁은 매장이고 테이크아웃만 가능한 매장이지만 생각보다 많은 사람들이 마들렌을 구매한다. 구매하기 위해서 들어가 보았는데 저녁이라 마들렌 여러 종류가 없어서 아쉬웠다. 종류마다 가격이 다르고, 맛도 다르기에 골라 먹는 재미가 있는 곳이다.
4	마들렌보다 휘나 이 시에를 추천
5	지나가는데 사람들 줄 서 있길래 구매했어요ㅎㅎ마들렌 큼직하고 푹신하고 많이 안 달아서 좋았어요. 이번에는 마들렌만 종류별로 구매했는데 다음에는 휘나 이 시에랑 크루아상도 기대되네요. 가로수길 카페
5	매장이 매우 작아 테이크아웃만 가능 맛은 기본에 충실한 마들렌, 피낭시에 안 달고 맹맹한데 푹신한 매력
5	종류가 많고 맛있어요. 재방문의 사 200
4	테이크아웃만 가능한 구움과 자 가게. 마들렌이 맛있는 듯
5	한사람 겨우 들어갈 정도지만 마들렌이 환상적이에요
4	굿
5	작지만 귀여운 제과점이었어요!! 녹차 아이스크림이 맛있었어요!!! :)
5	마들렌 레몬 강추합니다! 레몬향이 가 아득
4	마들렌 맛 집❤️ 마들렌이 고래처럼 앞뒤로 불룩하고 레몬 글라세가 참 맛있어요! 사브레 쿠키들도 맛나서 돈 없을 땐 쿠키 하나씩 사 가요~
5	디저트가 다 너무 맛나요~~ 친절하시고 가게도 이쁘고 짱짱!
4	구움 과자들이 너무 맛있는 집! 피 나 이 시에 가 최애입니다~!
5	피낭시에 겁나 맛있음
4	스콘 크고 맛있어요! 다른 빵 종류는 사실 그냥 그렇게 맛있다 하진 않았던 것 같아요!! 플랫 화이트 맛있고 밀리터리? 마차 라테 같은 거 맛있어요! 커피 가격도 꽤나 저렴한 편입니다 ㅎㅎㅎ2층 자리 넓어서 이야기하기도 좋고 공부하기도 좋아요!! 다만 아쉬운 점은 직원분들이 별로 안 친절해요 ㅠㅠㅠ
3.5	레모네이드가 완전 새콤... 신맛을 즐기시는 분이라면 레모네이드를 드셔보세요!... 아메리카노는 연해서 먹기 좋았습니다
5	진짜 맛있음
3	맛없음 커피도..
5	빵 졸맛탱
4	괜찮아요 분위기도 맛도
0.5	직원 서비스 개판이네요^^ 교육 좀 시켜서 쓰시길 제발! 그리고 일하는 직원들은 리뷰 좀 봐라^^ 응대하는 서비스 X 같이하는 거에 놀라고 성의 없이 나온 음료에 한 번 더 놀랐다^^ 맛은 말 안 해도 알지? 10시쯤 간 거 같은데 마감 40분 남았다고 째려보던데 40분 남은 건 영업시간 아니니?? 오랜만에 만난 친구랑 커피 먹으러 왔다가 기분 잘 박살 나고 갔다 고마워^^ 두 번 다신 안 가려고ㅎ
3	보통
0.5	직원들 싸가지 너무 없네요. 서비스 제대로 하세요.
1.5	빵 주변에 벌레가 너무 많아요...
3	의자가 불편 학교 책걸상ㅋ
4.5	장소도 넓고 좋은 것 같아요, 공부할 거면 책상은 별로예요. 빵 맛집 같아요~
3	장소도 넓고 음료도 무난한데 직원분이 너무 불친절해요ㅠ
4	장소가 넓고 탁 트여서 좋아요!
4	여기서는 앙버터를 꼭 드시는 걸 추천해요!
0.5	직원들 너무 불친절 빵도 맛없음.
1	이름은 빵 공장인데 빵 종류도 적고 맛도 그냥 그럽니다. 그런데 평일 저녁 타임에 있는 여성 직원분들이 너무너무 불친절합니다;; 아래 리뷰 글 보면 직원들 불친절하다는 글 천지인데 왜 바뀌지를 않을까요...
0.5	케이크는 그냥 유산지에 턱 올려버리는 시크함, 아메리카노는 원두값이 비쌌는지 두 번은 우린 듯한 싱거움, 못 쉬고 일한 지 20시간은 된 것 같은 직원들의 불친절한 태도까지.. 삼박자가 모두 갖춰진 대 환장 파티였습니다!
5	앙버터 짱
5	시원하니 넓적하니 좋네요
5	레몬 마들렌 맛있어요
5	굿
5	굳
5	굳
4	일단 카페 분위기 되게 좋아요! 아이스 라테 먹었는데 원두도 맛있고요. 다만.. 마들렌이 너~~~무 과하게 달아서 남겼어요 ㅎ.. 그리고 트레이랑 집게를 저 멀리 잘 안 보이는 곳에 배치해놓고는 제가 모르고 음료 주문하면서 마들렌도 같이 말로 주문하니까 아주 불친절하게(한숨 쉬고 짜증 난다는 눈빛으로 그리고는 눈을 아래로 깔면서) 저기서 담아서 가져오라고 하는데.. 기분이 불쾌했습니다..ㅋㅋ 친절한 건 바라지도 않는데 대놓고 불친절하니 어이가 없었네요ㅠ
5	테이블이 살짝 불편하긴 해도 빵 너무 맛있어요
4	근방에서 조용히 할 일 하기 제일 좋은데 직원들 너무 불친절함..
3.5	입구에서 빵 냄새 너무 좋아서 기대 많이 했는데 생각보다 펑범했어요
5	빠순이 짱돌이라면 정말 가야 하는 곳 가장 중요한 건 아우어 더티 초코 보다 여기 더티 초코가 승리했습니다.
3.5	빵과 커피 잘 먹었어요~ 개인적으로는 올리브 빵은 기름기가 좀 많았고요.. (개인적으로 담백한 걸 좋아해서요) 앙버터 빵은 팥앙금과 버터 양이 조금만 더 많았으면 좋겠네요~^^
3.5	커피 밀크티 음료가 다 별로예요 카페는 이쁜데 빵도 괜찮고
3.5	치즈 식빵 맛나요
3	아메리카노가 싱거움
3.5	좋아요
4.5	맛있어요
3	직원분이 좀 불친절했어요
5	빵이 진짜 다 맛있었어요.
5	넓고 시원하고 좋았어요. 아메리카노 마셨는데 산미가 있었어요.
5	야외가 최고
2	다 좋은데 너무 불친절해요
4	.
0.5	일하기 싫은 티를 표정과 말투로 표현하는 직원들 때문에 너무 불쾌했고 인터넷에는 11시까지라고 안내했는데 막상 가니 10시 40분이 마감이라네요? 근데 40분 전에 올라와서 마감됐다고 배액 고함지르는 직원분 참 매너가... 0.5점도 아까워요
1	오후 시간대인데 빵이 많지 않아서 아쉬워요. 마들렌을 샀는데 가격이 비싸네요
4.5	빵도 커피도 너무 맛있어요!
5	분위기 좋고 빵 냄새가 달콤해요~ ♥︎
5	좋아요
3	그럭저럭
0.5	주문받는 머리 짧으신 분 굉장히 불친절하네요. 불친절하단 말로는 부족해요. 내 돈 내고 먹으러 왔다가 혼나러 온 줄ㅋㅋㅋ 불쾌해선 다신 안 올 것 같아요. 이런 리뷰는 살다 처음 남겨봐요;;;
5	커피도 빵도 맛있어요:)
4	빵 공장! 역시나 맛있음
2.5	좋아요 >_<
0.5	직원 응대 교육 안 하나 봐요 주문받는 사람이 빵 고를 때늦게 고르니까 눈치 주고 불친절하게 응대하는 게 여기 콘셉트인가요 재방문 의사 없습니다 기본이 안 되어있는 서비스입니다
4.5	직원이 약간 불친절 빵도 그냥 그럭저럭 먹을만함
5	너무 맛있어요ㅠㅠ
2	야외, 2,3층 테이블 매장 상태 관리가 잘 안되어있어요 빵 진열도 비닐덮개라도 있었으면 좋겠어요
1	빵은 그냥 그냥 커피는 별로 직원들 태도는 정말 별로 http://m.blog.naver.com/gptjd1212/221989200428
4	맛있어요
0.5	금요일 마감 타임 때 계시는 아르바이트생 두 명 중 한 명 손님 응대가 너무 불친절해요,, 원래 이런 리뷰 안 남기기도 하고 저도 카페 알바를 하는 입장이어서 이런 말 안 하려 했는데 정말로 불친절한 것 같아서요,, 아무리 기분 안 좋아도 이렇게 응대하진 않을 것 같아요,,
4	넓어서 요즘 가기 딱 좋음
5	맛있음
1	직원이 한숨을 쉬네요 ^^^^^^^^^
5	연립 어니언베이글 장맛 신사동 가면 여길 안 들릴 수가 없음!!!!!
4	맛있었어요~^^
5	초코 범벅 존맛탱
5	비싸지만 맛있어요!
2	테이블 의자가 불편해요 건물이 커서 자주가긴하는데..ㅠㅠ ㅠㅠ 항상 사람 많은 곳입니다
4	어두워요
3	1층.. 의자 테이블 엄청 불편(두 번 안감)/커피는 맛있음
5	ㅋ
4.5	워낙 유명한 곳이라 저녁 먹고 가니 유명 제품은 거의 품절이에요 그래도 커피도 맛있고 분위기도 좋아요 다만 의자가 너무 불편해서 별 반 개 마이너스~
2	분위기는 좋으나, 음료 및 빵 맛은 보통.. 다양한 빵이 있었으면 좋겠음~
4.5	빵이 단백하고 맛있어요!
5	분위기가 너무 좋아요 맛있고요
3	굉장히어둡...크림커피맛있음 마들렌 굉장히 맛있음 크림치즈브라우니는..엄청꾸덕함 레몬 파운드는 별로였음
5	좋아요 오
5	좋아요 오조 좋아요 오 오
5	빵이 종류별로 많아서 골라서 먹는 재미가 있어요! 맛도 최고:)
3	라테 맛 괜찮긴 한데 테이크아웃 잔이 맥도날드 콜라 컵 같은 거라 당황쓰..
4.5	시끄러웠던 것 빼곤 다 괜찮았음. 레몬 마들렌 맛있음
3	서비스 별로
5	좋아요
4	맛있어요 근데 주말에 가면 사람이 너무 많아요
3	빵이 너무 맛있지만 매번 직원들이 너무 불친절해요....
4	콘센트가 많네요. 음악이 좀 시끄러워요.
3	나중엔 빵을 먹어봐야겠음
4	빵 애 있어요
5	맛있어요
5	좋아요~
4	굿
5	어니언 바질이랑 찰바삭 맛있어요 자리가 불편해 보여서 포장해와서 먹었어요
3	저는 그냥저냥 마들렌은 맛있고 아아는... 흠.
5	레몬티 바닐라라테
3	빵은 맛있는데 직원이 불친절해요
4.5	추천
5	좌석이 정말 많아서 좋아요
4	빵은 맛있지만 커피는 그냥 그래요
5	커피랑 빵 먹을만하네 예 3층까지 있음
5	맛있어요
5	.
4	분위기 좋고 음료 맛도 좋아요
5	바질 어니언 크림치즈베이글 맛있어요
4	가로수길 카페 가로수길 베이커리
3	못 참겠다 사장님의 결정이 필요하다! 싶어서 리뷰 남김. 네이버 영수증 리뷰 첫 시작이 된 연립 빵 공장. 빵을 가리는 것 없이 그냥 열어둬도 되는 건지? 앞에 사람 빵 가져가려고 들었다가 두기도 하고 또 어떤 사람은 초코 네모 빵(이름 기억 안 남) 나눠 가져가려고 들었다가 빵이 찢어지듯 조각남. 그러자 그냥 두고 휙 사라짐. 철 지난 인테리어. 바닥을 쓸기는 하시는지, 머리카락들 먼지 돌가루 천지. 환기는 시킬지? 의자를 닦거나 소파를 털기는 하실지 의문 신맛의 커피. 반전은 집에서 가깝고 발레 주차장 근처라 자주 오게 됨. 위 점들을 고쳐서 우리 부자 되자고요.
5	빵이 다양하고 맛있어요^^
5	가로수길 빵 맛 집! 맛있어서 자주 가요
3	나중에 빵 먹어볼게요.
3	나중에 빵도 먹어본 후 리뷰할게요.
1	테이블 일단 너무 낮고 1층 자리 별로여서 2층 갔는데 테이블 정리 하나도 안 되어있고 빵부스러랑 의자에 영수증 같은 거 굴러다니고 빵 종류도 몇 개 없는데 트레이? 위에 종이 깔고 그대로 판매해서 없어 보이고요... 가게 1층이랑 2층 둘 다 정리도 안되고 청소도 안 하는 느낌이고 커피도 테이크아웃 잔에 줘서 코로나 때문에 그런가 보다 싶다가도 딱 집었는데 말캉말캉?? 엄청 얇은 테이크아웃 잔 (종이) 여서 별로였어요
1	아르바이트생에 대한 댓글이 너무 많은데 고치지도 않고 사장님도 계속 쓰는 이유가 뭔지.. 케이크를 던지고... 질문에 대답도 너무 성의 없고; 기분 확 잡침
2	케이크를 주문했는데 접시 없이 유산지 위에 줘서 당황했어요. 매장에서 일회용 컵 쓰는 것도 조금 의아했고요. 딸기 바닐라 케이크는 시판 맛이 많이 나서 재주문 의사 없고요.. 크림 모카와 아이스 아메리카노는 약간 맹물 느낌이 많이 납니다.. 재방문은 이번 생엔 없습니다.
5	커피랑 맛있어요~
1	위생상태 일단별로,,, 빵은 맛있었는데 매장 내에서 일회용 컵 써도 되나요...? 그마저도 뭐 묻어있어요 직원들 마스크도 몇 명만 쓰고 있고 ....
1	빵에서 비닐 조각이 나왔어요 빵은 맛있지만 직원이 매우 불친절합니다
3	빵류는 맛있고 커피류는 그냥 그렇습니다 다만 직원들이 매우 불친절합니다
3	아메리카노 4500웡
2	직원들 너무 불친절해요 커피는 맛있어요
4	빵도 맛있고 커피도 맛있어요
4	분위기 좋고 맛도 좋네요
1	이런 글 처음 써보는데 쇼트커트 아르바이트생분 너무 불친절하시네요. 썩은 표정으로 고객 응대해주셔서 덕분에 제 기분도 잡쳤잖아요ㅎ. 그리고 아이스 아메리카노 시켰는데 누가 먹던 거 주는 줄 알았어요^^ 얼음 가득 차있고 커피가 반절 들어가 있는 카페는 처음;;; 아무튼 수고하세요~
1	직원들 태도 때문에 별 1점도 아까워요 말투랑 표정부터 손님 응대하는 자세가 아니에요 개똥 씹은 표정으로 대답하는 거 보고 기분이 상했는데 커피 받자마자 더 화났네요 무슨 먹다 남은 커피 받은 줄 알았어요 양옆에는 커피 자국? 다 있고 얼음은 커피도 안 보일 만큼 주고ㅋㅋ 원래 여기 콘셉트인가요
5	빵이 부드럽고 너무너무너무 맛있어요ㅠㅠ
1	커피 맛은 보리 차 맛 나고 직원들은 너무 불친절에 매장 안에서 일회용 종이컵을 사용하고 있네요 ~~가로수길에서 제일 커피 맛없는 곳이네요!~ ㅠㅠ
3	자리가 불편함
4	커피 마시러 갔는데 너무 빵 냄새 땜에 .. 안 시킬 수가 없어요 맛있네요.! 빵이 나아요! 커피는 쏘 쏘
5	빵과 커피 모두 맛있어요 분위기도 좋습니다
4	환기가 안되는데 답답
4	빵은 맛있는데 커피는 원두 탄 맛나요 ㅠㅠ
1	모 같지도 않은 알바 것들이 주문도 개같이 받더니 문 닫는다고 손님 다 쫓아내고 이런 걸 비싸게 세주고 왜 하시죠 그냥 길에서 전단이나 나눠주세요 별 반 개도 만들어주시죠
1	별점 없음 주문받는 단발머리 여자분?! 서비스업 하기 싫으시면 다른 일하세요. 기분 나쁜 표정으로 툴툴거리며 주문받고, 마감시간이라고 똥 씹은 표정으로 손님을 쫓아내고.!! 기분 좋은 마음으로 가게 들어갔다가 기분 더러워서 나온 후 화가 안 삭혀지는 중!! 그런 자세로 손님 맞이하실 거면 다른 사람 기분 더럽게 하지 말고 다른 일 알아보시죠 사장님은 그런 태도로 일하는 걸 아시는지요? ____최악 중의 최악인 카페 아르바이트생 만남 후기
1	태어나 가본 모든 식당, 커피숍 통틀어 최고로 싹수없는 응대를 당했습니다." 영 업 끝났어요. 나가세요".라는 말을 "xx, 끝났어 좀 꺼져"라는 표정으로 그 많은 손님에게 퍼부었고, 너무 어안이 벙벙해서 나와서 여기저기 리뷰를 찾아보니 욕이 넘쳐나네요. 이집 리뷰 쓰려고 리뷰단 참여 시작했어요. 커피는 신맛이 강하고, 빵은 1도 특별하지 않았고 화장실 더럽습니다.
1	커피고 빵이고 인테리어고 다 떠나서 카운터에 단발머리 알바는 오늘 알바 잘리는 날인가? 세상 아니꼬운 표정으로 주문받더니 마감하는 순간까지 ㅆㄱㅈ없게 구는데 그런 태도로 거기 서있을 거면 집에 가세요. 돈 내고 푸대접 받기 딱 좋은 곳ㅎㅎ 싸가지 맛 집입니다.
4	현대백화점 무역센터점에서 가봤는데 사온 빵 4개 다 너무 맛있어요
3	매장관리가 잘 안되는듯해요. 테이블마다 이전 사람이 흘린 음료나 빵가루가 있고, 3층은 너무 추워요.
3	Non-coffee 메뉴가 적어서 아쉽네요.
5	크림 커피가 추
2	외관은 좋고 분위기도 괜찮은데 맛이 없음 의자도 불편해요
5	크림 커피👍🏻❤️
5	좋아요 맛있어요
1	금액 대비 나쁘지 않은 맛이나 직원 태도가 기본도 안 되어있어서 돈 주고 기분 나쁨 살 거면 추천합니다~
5	사람은 많아요 다행히 회전율도 빠르고 조금 왁자지껄한 분위기에요
4	2층이 시원해서 좋고요 빵은 언제나 맛있습니다 ㅎ
4	연유 식빵 꿀맛임
5	분위기도 좋고 빵도 커피도 너무 마싰네요 ᄒᄒ
4	의자는 불편하지만 커피와 빵이 이 세상의 맛이 아니었다 존 만에 소개팅녀와의 대화는 잊고 빵만 들이켰다 그래서 애프터가 없었나 보다 아 내 외모 때문은 아닐 거.... ㅜ
5	후르츠 크림 위의 자몽은 좀 썼습니다 읍읍
3	요즘 많이 보이는 힙한 분위기의 카페. 의자는 대체로 불편하고, 빵은 무난한 맛.
4	앙버터 남
5	앙버터 진짜 맛있어요!!!!
5	앙버터 앙버터
5	빵이 맛나요
3	가격 대비 별로
5	빵 다 맛있어요.
5	빵 종류도 많고 생과일주스도 달달하니 너무 맛있어요! 사람이 너무 많고 카페고 넓어요
4.5	카페 예뻐요 ㅎㅎ 다음에 또 와서 디저트랑 먹으려고요 ㅎㅎ
4.5	여자들이 좋아할 만한 카페 분위기였습니다. 전체적으로 디저트도 맛있고 음료도 맛있습니다.
4	분위기 너무 좋고 디저트가 맛있었어요!
4	분위기 좋았는데 샛강 외로 자리가 별로 없었어요
5	넓고 예뻐요
3	화장실이 더러움 띄어있고 테라스 좋음
3.5	카페 이쁘고 넓어요~
3.5	커피 맛은 쏘 쏘 분위기는 좋은데 조용하진 않아요
4	강남에 흔치않은 인테리어를 가진 카페
4.5	회사 근처에서 가장 좋아하는 카페에요~ 테이블마다 놓인 생화 한 송이가 매력 포인트! 요즘 사람들이 많아지면서 좀 아쉽네요 ㅋㅋㅋ
4	난만분 위 기갑
4	평일 오후 시간대여서 그런지 손님도 별로 없고 깨끗하고 커피도 맛있었어요
4.5	굿
4	매장에서 구운 왕 마들렌, 생크림이랑 같이 먹으니 장맛~!
3.5	눈 호강하는 카페~~~ 시설도 깔끔해서 좋아요
5	역삼동 난만 꽃도 예쁘고 매장도 널찍하니 좋네요~
4.5	마감 때 여자 직원분이 인사도 민망하게 안 받아주고 너무 쌀쌀맞아서 재방문은 안 해요;
5	인테리어도 예쁘고 디저트가 맛있어요
5	분위 기갑!!!👍👍👍👍
5	ㅎㅎㅎ
5	ㅎㅎ
5	아메리카노가 23000원으로 저렴하고 카페도 넓고 화이트 계열의 인테리어로 화사해 보이고 깨끗해 보입니다. 초록 초록 식물들도 있어서 더 조화롭습니다.
5	이 근처에 이렇게 예쁜 카페가 있을 줄이야 너무 예쁜데 음료 가격도 합리적이에요
4	길 가다 새로 오픈한 카페를 발견하고 들어가서 커피를 마셨어요. 장소 넓고 꽃과 화분도 같이 판매해요. 인테리어 예뻐요. 커피는 제 입에는 살짝 연해요
3	새로 생긴 카페! 커피 맛은 조금 아쉬웠지만 공간은 예뻐요
4	맛있고 좋아요
5	빵 커피 다 맛있게 먹었습니다!
5	크림 모카 맛있어요! 빅토리아 케이크도 먹을만 but, 생강 향 나니 생강 싫어하는 분 비추🧁
4	아이스 카페라테 고소한 라테
4	넓은 카페 공간 굿
4.5	인테리어 예쁘고 커피도 맛있음 디저트도 괜찮은 편
1	맛없고 비싸고 자리와 인테리어가 좋아 뷰는 좋다. 다신 오고 싶지 않다. 디저트에 많은 노력을 쏟던지 빼던지 화가 나는 맛이다.
5	맛있다
5	사장님이 잘생겼어요
5	👍🏻
4	솔 티드 캐러멜 제대로네요! 밖에 앉으니 좋아요^^
4	커피 맛있고 내부도 깔끔해서 좋아요
4	맛있어요
3.5	넓고 시원한 공간감 커피는 평타
5	가로수길의 숨은 보석! 사실 숨기고 싶은 곳 ㅋㅋ
5	솔 티드 캐러멜 맛있어요 캐러멜 베이스에 크림 그 위 약간의 소금 달고라 스콘도 맛있네요 가로수길 카페, 달고 나서 콘, 이스 케이브
5	☺🙊
4	카페 바닥이 예뻐요 ㅎㅎ 디저트 맛있어 보여요
5	인테리어도 좋고 사장님이 귀여워요☺
5	친절하고 분위기 좋아요
4	조금 추웠어요..?
5	디저트 비주얼 압살 테이블 간격 넓고 조용해서 좋음
4	딸기 바닐라 밀푀유를 먹어보았는데요 비주얼만큼이나 맛있어요 바삭한 식감보다 좀 단단한 느낌이지만 바닐라도 딸기도 맛있어요 크림 라테 크림 아메리카노 음료 시켰는데요 크림 라테가 제 취향이었어요 아메리카노는 신맛이 강해요~ 주차장 이용하시려면 주문 시 말하세요 1시간 파킹 할 수 있는 집 한 개 줘요~ 앞에 유료주차장을 1시간 무료로 이용할 수 있어요~
5	정성 가득한 밀크티와 뱅쇼~ 넓은 공간 편안한 분위기 차 한 잔에도 정성이 느껴집니다
4	분위기 좋아요~ 디카페인 커피도 있어요
2	비싸고 맛도 그저 그래요;
5	잘 받았습니다 많이 파시고 번창하세요
2.5	7,000원인데 자판기 핫초코 맛이..
4	가격 대비 양이 많지는 않지만, 아보카도 추가해서 먹었더니 꽤 배불렀어요~날 좋을 땐 루프탑에서 먹는 거 추천!!
5	아메리카노 맛있어요
5	진짜 맛있어요 단골 될 듯 레이커스 샐러드 가로수길 신사 신사 맛 집 카페 신사 카페
3	맛은 있는데 직원들이 음.... 의욕이 없는 거 같달까?
5	무더위에 잠시 땀을 식힐 공간을 찾다 예쁜 곳 발견! 인테리어 너무 예뻐요. 시원한 공간에서 잘 쉬다 갑니다.^^
5	분위기 좋아요.
5	맛있어요
4	뷰 맛 집 음식도 건강 루프탑 좋아
4	화장실 청소 좀 더 신경 쓰셔야겠어요
3.5	메뉴 전반적으로 맛있음 근데 매장 내 관리가 잘 안되는 느낌.. 사람이 나가면 치워야 하는데 제대로 안 치워서 빵 부스러기 물다 국 등이 탁자나 의자에 남아있음
5	분위기 굿
4	햇살 좋은 날 테라스 좋아요, 인스타그램 세트인데 맛있네요
4.5	여긴 분위기가 좋아요
4	야외라 좋아요 ㅎㅎㅎ
